data_id,cluster_id,attr_0,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22
22,0,0.30434782608695654,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03266538567115015,0.0,0.0,1.0,0.0,0.0
35,0,0.391304347826087,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13697502058742794,0.0,0.0,1.0,0.0,0.0
36,0,0.2318840579710145,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008509470216854241,0.0,0.0,1.0,0.0,0.0
44,0,0.18840579710144928,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04309634916277793,0.058823529411764705,0.0,1.0,0.0,0.0
47,0,0.2898550724637681,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05901729343947296,0.058823529411764705,0.0,1.0,0.0,0.0
57,0,0.391304347826087,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04940982706560527,0.0,0.0,1.0,0.0,0.0
92,0,0.5652173913043478,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02827340104309635,0.0,0.0,1.0,0.0,0.0
93,0,0.2608695652173913,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1196815811144661,0.058823529411764705,0.0,1.0,0.0,0.0
95,0,0.37681159420289856,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06862475981334065,0.0,0.0,1.0,0.0,0.0
108,0,0.2318840579710145,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04090035684875103,0.08823529411764706,0.0,1.0,0.0,0.0
124,0,0.5652173913043478,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1819928630249794,0.0,0.0,1.0,0.0,1.0
131,0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08536920120779577,0.14705882352941177,0.0,1.0,0.0,0.0
135,0,0.17391304347826086,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.013450452923414768,0.0,0.0,1.0,0.0,0.0
