data_id,cluster_id,attr_0,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22
0,0,0.15942028985507245,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1336810321163876,0.029411764705882353,0.0,1.0,0.0,0.0
3,0,0.4057971014492754,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01592094427669503,0.0,0.0,1.0,0.0,0.0
6,0,0.3188405797101449,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012077957727147955,0.029411764705882353,0.0,1.0,0.0,0.0
17,0,0.37681159420289856,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01043096349162778,0.029411764705882353,0.0,1.0,0.0,0.0
18,0,0.4492753623188406,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23304968432610487,0.0,0.0,1.0,0.0,1.0
19,0,0.5217391304347826,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08948668679659622,0.14705882352941177,0.0,1.0,0.0,0.0
22,0,0.30434782608695654,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03266538567115015,0.0,0.0,1.0,0.0,0.0
24,0,0.2753623188405797,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1314850398023607,0.0,0.0,1.0,0.0,1.0
27,0,0.21739130434782608,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.029920395278616525,0.0,0.0,1.0,0.0,0.0
32,0,0.42028985507246375,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01152895964864123,0.17647058823529413,0.0,1.0,0.0,0.0
36,0,0.2318840579710145,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.008509470216854241,0.0,0.0,1.0,0.0,0.0
38,0,0.37681159420289856,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05791929728245951,0.058823529411764705,0.0,1.0,0.0,0.0
39,0,0.18840579710144928,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09332967334614328,0.0,0.0,1.0,0.0,0.0
43,0,0.36231884057971014,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09360417238539664,0.029411764705882353,0.0,1.0,0.0,0.0
