data_id,cluster_id,attr_0,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22
2,0,0.08695652173913043,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.062311281910513314,0.0,0.0,1.0,0.0,0.0
11,0,0.2463768115942029,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.026626406807576174,0.029411764705882353,0.0,1.0,0.0,0.0
29,0,0.2028985507246377,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10787812242657151,0.058823529411764705,0.0,1.0,0.0,0.0
53,0,0.11594202898550725,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.052429316497392256,0.11764705882352941,0.0,1.0,0.0,0.0
64,0,0.463768115942029,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1636014273950041,0.058823529411764705,0.0,1.0,0.0,1.0
78,0,0.391304347826087,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04337084820203129,0.0,0.0,1.0,0.0,0.0
84,0,0.36231884057971014,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.10705462530881142,0.029411764705882353,0.0,1.0,0.0,0.0
89,0,0.17391304347826086,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.04309634916277793,0.14705882352941177,0.0,1.0,0.0,0.0
107,0,0.4927536231884058,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.05572330496843261,0.08823529411764706,0.0,1.0,0.0,0.0
110,0,0.08695652173913043,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.10815262146582487,0.029411764705882353,0.0,1.0,0.0,0.0
125,0,0.21739130434782608,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.04309634916277793,0.029411764705882353,0.0,1.0,0.0,0.0
155,0,0.43478260869565216,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09442766950315674,0.029411764705882353,0.0,1.0,0.0,0.0
156,0,0.391304347826087,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.040625857809497665,0.2647058823529412,0.0,1.0,0.0,0.0
165,0,0.21739130434782608,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.052703815536645625,0.0,0.0,1.0,0.0,0.0
166,0,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04227285204501784,0.0,0.0,1.0,0.0,0.0
212,0,0.18840579710144928,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.047762832830085096,0.0,0.0,1.0,0.0,0.0
